cirp_id,sector,bench,admission_date,resolution_status,duration_days,admitted_claim_cr,realisation_pct,no_of_financial_creditors,resolution_applicants_received,ip_changed,litigation_pending,favourable_outcome
CIRP-01422,Healthcare,NCLT Kolkata,2017-03-25,Resolution Plan Approved,677,58.12,25.54,18,14,0,0,1
CIRP-01423,Healthcare,NCLT Mumbai,2020-08-03,Appeal Pending,165,141.36,,58,19,0,0,0
CIRP-01424,Energy,NCLT Chennai,2022-02-21,Settled,947,972.64,66.37,115,6,0,0,1
CIRP-01425,Healthcare,NCLT Ahmedabad,2020-03-20,Resolution Plan Approved,947,295.34,49.88,53,15,0,0,1
CIRP-01426,Energy,NCLT Ahmedabad,2020-02-02,Liquidation Order,409,702.97,2.32,2,6,1,1,0
CIRP-01427,Healthcare,NCLT Hyderabad,2021-01-09,Liquidation Order,599,14.28,3.16,108,14,0,1,0
CIRP-01428,Others,NCLT Ahmedabad,2020-05-08,Appeal Pending,371,66.26,,120,3,0,0,0
CIRP-01429,IT / Technology,NCLT Delhi,2019-05-04,Liquidation Order,761,11.48,1.5,134,1,0,0,0
CIRP-01430,Infrastructure,NCLT Mumbai,2022-07-31,Settled,270,127.57,55.68,32,14,0,0,1
CIRP-01431,Infrastructure,NCLT Kolkata,2022-05-15,Withdrawn (Sec 12A),589,108.31,57.71,39,19,1,1,1
CIRP-01432,Banking & Finance,NCLT Hyderabad,2022-01-31,Resolution Plan Approved,893,85.58,16.2,99,10,0,0,1
CIRP-01433,Infrastructure,NCLT Delhi,2022-07-29,Withdrawn (Sec 12A),877,1252.11,70.54,15,11,0,0,1
CIRP-01434,Manufacturing,NCLT Kolkata,2020-07-04,Appeal Pending,451,52.36,,118,6,0,1,0
CIRP-01435,Retail,NCLT Hyderabad,2017-04-04,Withdrawn (Sec 12A),687,167.37,63.7,58,11,0,1,1
CIRP-01436,Real Estate,NCLT Hyderabad,2019-01-01,Ongoing,336,15.84,,42,15,0,0,0
CIRP-01437,Energy,NCLT Hyderabad,2021-09-13,Liquidation Order,73,75.33,0.09,141,5,0,0,0
CIRP-01438,Infrastructure,NCLT Ahmedabad,2021-08-19,Liquidation Order,651,169.15,1.95,6,7,0,0,0
CIRP-01439,Energy,NCLT Chennai,2021-04-02,Ongoing,555,90.64,,99,20,0,0,0
CIRP-01440,Energy,NCLT Mumbai,2022-09-03,Settled,119,36.87,65.62,71,20,0,1,1
CIRP-01441,Real Estate,NCLT Hyderabad,2018-10-27,Resolution Plan Approved,280,29.8,42.37,130,19,0,0,1
CIRP-01442,Energy,NCLT Kolkata,2021-03-05,Appeal Pending,227,112.13,,46,4,1,0,0
CIRP-01443,Others,NCLT Delhi,2018-07-06,Ongoing,316,13.43,,14,17,1,0,0
CIRP-01444,IT / Technology,NCLT Delhi,2019-10-26,Ongoing,137,30.5,,67,19,0,0,0
CIRP-01445,Real Estate,NCLT Ahmedabad,2021-05-29,Withdrawn (Sec 12A),386,38.56,69.96,39,13,0,0,1
CIRP-01446,Manufacturing,NCLT Delhi,2019-09-12,Ongoing,376,3.66,,96,8,0,0,0
CIRP-01447,Healthcare,NCLT Chennai,2019-01-27,Ongoing,408,196.08,,105,7,1,1,0
CIRP-01448,Energy,NCLT Hyderabad,2021-11-03,Settled,851,161.2,69.64,106,14,0,0,1
CIRP-01449,IT / Technology,NCLT Chennai,2018-04-28,Ongoing,504,67.09,,34,0,0,0,0
CIRP-01450,Manufacturing,NCLT Delhi,2017-04-08,Ongoing,274,57.64,,81,13,0,1,0
CIRP-01451,Manufacturing,NCLT Ahmedabad,2022-12-21,Withdrawn (Sec 12A),451,2.28,50.72,28,13,0,1,1
CIRP-01452,Infrastructure,NCLT Mumbai,2021-11-21,Appeal Pending,284,1057.84,,11,1,1,0,0
CIRP-01453,Banking & Finance,NCLT Kolkata,2020-04-28,Appeal Pending,62,130.07,,117,19,1,0,0
CIRP-01454,Banking & Finance,NCLT Ahmedabad,2019-05-28,Settled,242,3.22,49.31,17,13,0,0,1
CIRP-01455,IT / Technology,NCLT Hyderabad,2019-07-28,Appeal Pending,331,3025.73,,144,6,0,0,0
CIRP-01456,Energy,NCLT Hyderabad,2021-08-14,Withdrawn (Sec 12A),493,127.22,85.55,42,17,0,0,1
CIRP-01457,Retail,NCLT Delhi,2019-08-02,Appeal Pending,251,561.89,,32,10,0,1,0
CIRP-01458,Healthcare,NCLT Mumbai,2020-05-11,Ongoing,544,8.79,,142,17,0,0,0
CIRP-01459,IT / Technology,NCLT Hyderabad,2022-02-16,Ongoing,234,536.21,,116,2,0,0,0
CIRP-01460,Energy,NCLT Kolkata,2018-02-21,Resolution Plan Approved,550,6.71,14.98,1,15,0,0,1
CIRP-01461,Energy,NCLT Ahmedabad,2018-04-22,Withdrawn (Sec 12A),955,1003.13,80.13,65,19,0,1,1
CIRP-01462,Others,NCLT Chennai,2019-03-30,Resolution Plan Approved,228,230.92,28.84,41,6,0,0,1
CIRP-01463,Telecom,NCLT Mumbai,2017-03-19,Appeal Pending,383,513.38,,8,9,0,0,0
CIRP-01464,Infrastructure,NCLT Delhi,2022-05-19,Settled,326,31.2,47.12,123,16,0,0,1
CIRP-01465,Banking & Finance,NCLT Hyderabad,2021-04-16,Resolution Plan Approved,967,3.28,57.7,48,12,0,1,1
CIRP-01466,Retail,NCLT Ahmedabad,2020-01-23,Resolution Plan Approved,412,649.69,42.67,145,17,0,0,1
CIRP-01467,Telecom,NCLT Ahmedabad,2021-07-05,Withdrawn (Sec 12A),239,225.79,47.11,16,16,1,1,1
CIRP-01468,Manufacturing,NCLT Chennai,2020-01-08,Withdrawn (Sec 12A),359,8.34,48.78,15,18,1,1,1
CIRP-01469,Banking & Finance,NCLT Hyderabad,2020-09-25,Ongoing,599,34.02,,108,17,0,1,0
CIRP-01470,Telecom,NCLT Ahmedabad,2018-01-08,Withdrawn (Sec 12A),860,13.99,42.72,149,11,1,0,1
CIRP-01471,Others,NCLT Hyderabad,2020-10-29,Appeal Pending,207,211.77,,59,14,0,1,0
CIRP-01472,IT / Technology,NCLT Hyderabad,2019-09-23,Liquidation Order,707,1680.38,5.83,148,16,1,0,0
CIRP-01473,Infrastructure,NCLT Delhi,2022-03-03,Withdrawn (Sec 12A),336,31.2,36.08,23,15,0,0,1
CIRP-01474,Energy,NCLT Chennai,2021-07-02,Appeal Pending,408,55.27,,133,1,0,0,0
CIRP-01475,Real Estate,NCLT Kolkata,2018-09-14,Appeal Pending,504,125.86,,35,17,0,1,0
CIRP-01476,Manufacturing,NCLT Mumbai,2018-10-21,Settled,639,1096.5,76.28,30,5,1,0,1
CIRP-01477,Healthcare,NCLT Ahmedabad,2018-06-18,Settled,209,38.98,77.39,139,18,0,1,1
CIRP-01478,Retail,NCLT Ahmedabad,2018-03-23,Resolution Plan Approved,418,11.98,18.41,34,15,0,0,1
CIRP-01479,Energy,NCLT Mumbai,2017-12-31,Settled,272,176.94,34.51,30,5,0,0,1
CIRP-01480,Retail,NCLT Delhi,2019-05-14,Withdrawn (Sec 12A),84,51.83,82.95,38,5,0,1,1
CIRP-01481,Healthcare,NCLT Delhi,2022-11-11,Appeal Pending,327,30.53,,88,0,0,0,0
CIRP-01482,Real Estate,NCLT Ahmedabad,2018-11-24,Ongoing,83,22.39,,55,20,0,0,0
CIRP-01483,IT / Technology,NCLT Kolkata,2017-02-05,Ongoing,295,356.8,,44,6,0,1,0
CIRP-01484,Infrastructure,NCLT Ahmedabad,2019-08-10,Resolution Plan Approved,866,18.71,22.01,52,20,0,1,1
CIRP-01485,Energy,NCLT Ahmedabad,2017-04-15,Withdrawn (Sec 12A),393,5.23,70.14,31,7,0,1,1
CIRP-01486,Retail,NCLT Kolkata,2021-10-26,Settled,121,362.5,39.81,87,0,0,0,1
CIRP-01487,Banking & Finance,NCLT Delhi,2020-02-07,Withdrawn (Sec 12A),1079,20.6,42.64,131,9,0,0,1
CIRP-01488,Manufacturing,NCLT Delhi,2017-12-21,Withdrawn (Sec 12A),764,19.42,68.42,4,13,0,1,1
CIRP-01489,Telecom,NCLT Chennai,2020-06-11,Ongoing,253,5999.29,,60,12,0,0,0
CIRP-01490,Telecom,NCLT Delhi,2021-06-05,Resolution Plan Approved,537,29.59,67.23,82,11,0,0,1
CIRP-01491,Others,NCLT Hyderabad,2019-03-06,Resolution Plan Approved,384,10.05,19.88,116,12,0,0,1
CIRP-01492,Infrastructure,NCLT Chennai,2019-08-21,Settled,868,22.99,47.58,49,15,0,0,1
CIRP-01493,Energy,NCLT Mumbai,2018-11-20,Settled,953,112.15,55.12,70,13,0,1,1
CIRP-01494,Healthcare,NCLT Mumbai,2021-02-08,Resolution Plan Approved,578,15.27,26.94,73,15,0,1,1
CIRP-01495,Others,NCLT Ahmedabad,2022-03-17,Ongoing,412,79.64,,73,15,0,0,0
CIRP-01496,Others,NCLT Mumbai,2021-11-22,Withdrawn (Sec 12A),1030,14.85,54.69,57,6,0,0,1
CIRP-01497,Others,NCLT Kolkata,2019-01-09,Liquidation Order,1064,174.5,1.15,60,2,1,0,0
CIRP-01498,Banking & Finance,NCLT Delhi,2022-06-19,Settled,241,5.23,83.29,28,16,1,1,1
CIRP-01499,Real Estate,NCLT Kolkata,2018-12-16,Appeal Pending,541,205.54,,87,9,0,1,0
